#,Unnamed: 1,Zip Code,P. Type,Stat,Address,Current Price,BldgDes,Sub,Approx Liv Area,Beds Total,Baths Total,Garage,Pv Pool,Spa,Year Built,Actual Close Date,DOM,price_clean,sqft
1001,2713303,89106,RES,S,2625 Chin Cactus CT,"$352,000 ",1STORY,SFR,"1,385",3,2,2,N,N,2004,10/28/2025,30,352000.0,1385.0
1001,2731424,89101,RES,S,121 North 20th ST,"$351,150 ",1STORY,SFR,"1,113",3,2,0,Y,N,1950,11/20/2025,14,351150.0,1113.0
1001,2735496,89122,RES,S,4635 Lady Bug CIR,"$351,000 ",1STORY,SFR,"1,252",3,2,2,N,N,1987,12/23/2025,6,351000.0,1252.0
1001,2706455,89115,RES,S,2642 San Vincente CT,"$351,000 ",1STORY,SFR,"1,080",3,2,0,N,N,1963,10/23/2025,48,351000.0,1080.0
1001,2734574,89131,RES,S,8132 Hesperides AVE,"$350,000 ",1STORY,SFR,"1,319",3,2,2,N,N,2000,12/3/2025,9,350000.0,1319.0
1001,2730431,89011,RES,S,729 Taliput Palm PL,"$350,000 ",2STORY,SFR,"1,915",3,3,2,N,N,2007,11/24/2025,5,350000.0,1915.0
1001,2729327,89121,RES,S,4655 Bennett DR,"$350,000 ",1STORY,SFR,"1,455",3,2,0,N,N,1971,12/15/2025,3,350000.0,1455.0
1001,2728926,89031,RES,S,3503 Slapton AVE,"$350,000 ",1STORY,SFR,"1,296",3,2,2,N,N,1999,12/30/2025,25,350000.0,1296.0
1001,2728295,89156,RES,S,2827 Kensington ST,"$350,000 ",1STORY,SFR,"1,140",3,2,2,N,N,1999,11/25/2025,8,350000.0,1140.0
1001,2727945,89115,RES,S,3818 Walnut Valley AVE,"$350,000 ",2STORY,SFR,"1,328",3,3,1,N,N,2022,12/9/2025,27,350000.0,1328.0
1001,2727880,89015,RES,S,253 Melody Vista LN,"$350,000 ",2STORY,SFR,"1,480",3,3,1,N,N,2013,12/31/2025,39,350000.0,1480.0
1001,2727535,89110,RES,S,4428 Ash AVE,"$350,000 ",1STORY,SFR,"1,201",3,2,2,N,N,1975,11/24/2025,7,350000.0,1201.0
1001,2725397,89031,RES,S,705 Ship Wrecked WAY,"$350,000 ",1STORY,SFR,"1,261",3,2,2,N,N,2004,12/17/2025,36,350000.0,1261.0
1001,2724219,89115,RES,S,2482 Desert Glow CT,"$350,000 ",1STORY,SFR,"1,284",3,2,2,N,N,1997,12/12/2025,21,350000.0,1284.0
1001,2723950,89110,RES,S,1025 Dumbarton ST,"$350,000 ",1STORY,SFR,"1,456",3,2,2,N,N,1964,12/3/2025,21,350000.0,1456.0
1001,2722991,89115,RES,S,3752 Calle De Rio AVE,"$350,000 ",1STORY,SFR,"1,343",3,2,2,N,N,2013,11/7/2025,17,350000.0,1343.0
1001,2722032,89015,RES,S,161 Almond Ridge PL,"$350,000 ",2STORY,SFR,"1,357",3,3,1,N,N,2007,1/5/2026,73,350000.0,1357.0
1001,2721881,89108,RES,S,6120 Rosalita AVE,"$350,000 ",1STORY,SFR,"1,238",3,2,2,N,N,1987,10/30/2025,19,350000.0,1238.0
1001,2721691,89108,RES,S,1516 Bonnie Castle WAY,"$350,000 ",1STORY,SFR,"1,069",3,2,2,N,N,1995,12/3/2025,4,350000.0,1069.0
1001,2721580,89015,RES,S,229 Belmont Canyon PL,"$350,000 ",2STORY,SFR,"1,480",3,3,1,N,N,2013,11/21/2025,41,350000.0,1480.0
1001,2721240,89121,RES,S,3919 Brighthill AVE,"$350,000 ",1STORY,SFR,"1,300",3,2,2,N,N,1971,12/12/2025,25,350000.0,1300.0
1001,2721167,89108,RES,S,6444 Peartree RD,"$350,000 ",1STORY,SFR,"1,092",3,2,1,N,N,1983,12/5/2025,20,350000.0,1092.0
1001,2720765,89074,RES,S,2850 Nikki PL,"$350,000 ",1STORY,SFR,"1,735",3,2,1,N,N,1988,11/7/2025,26,350000.0,1735.0
1001,2720440,89141,RES,S,6516 Blessed Thistle Ave,"$350,000 ",2STORY,SFR,"1,299",3,3,2,N,N,2007,12/19/2025,56,350000.0,1299.0
1001,2719531,89183,RES,S,1043 Monte De Oro AVE,"$350,000 ",2STORY,SFR,"1,478",3,3,2,N,N,2003,10/22/2025,8,350000.0,1478.0
1001,2718773,89108,RES,S,6921 Senton AVE,"$350,000 ",1STORY,SFR,"1,215",3,2,2,N,N,1985,10/10/2025,8,350000.0,1215.0
1001,2715109,89108,RES,S,2433 Cycad Tree ST,"$350,000 ",2STORY,SFR,"1,600",3,3,2,Y,N,1983,10/10/2025,29,350000.0,1600.0
1001,2714578,89118,RES,S,5449 Dungaree ST,"$350,000 ",2STORY,SFR,"1,431",3,3,2,N,N,2000,11/18/2025,18,350000.0,1431.0
1001,2714194,89143,RES,S,8120 Finch Feather ST,"$350,000 ",2STORY,SFR,"1,476",3,3,2,N,N,2004,11/17/2025,39,350000.0,1476.0
1001,2708596,89115,RES,S,2363 Rock Slide CIR,"$350,000 ",1STORY,SFR,"1,597",3,2,2,N,N,2010,11/20/2025,74,350000.0,1597.0
1001,2705943,89121,RES,S,4991 Powell AVE,"$350,000 ",1STORY,SFR,"1,240",3,2,1,N,N,1972,10/27/2025,30,350000.0,1240.0
1001,2705211,89030,RES,S,2825 Hickey AVE,"$350,000 ",1STORY,SFR,"1,661",3,3,0,N,N,1958,10/16/2025,44,350000.0,1661.0
1001,2698671,89107,RES,S,5400 Maddox AVE,"$350,000 ",1STORY,SFR,"1,325",3,2,2,N,N,1995,10/10/2025,65,350000.0,1325.0
1001,2697239,89108,RES,S,912 Saylor WAY,"$350,000 ",1STORY,SFR,"1,635",3,2,2,N,N,1963,10/10/2025,44,350000.0,1635.0
1001,2695646,89129,RES,S,8860 Hampton Green AVE,"$350,000 ",2STORY,SFR,"1,347",3,3,2,N,N,1997,11/12/2025,109,350000.0,1347.0
1001,2691148,89081,RES,S,5605 Midnight Breeze ST,"$350,000 ",1STORY,SFR,"1,535",3,2,2,N,N,2004,10/21/2025,109,350000.0,1535.0
1001,2690853,89147,RES,S,4276 Aspen ST,"$350,000 ",1STORY,SFR,"1,032",3,1,2,N,N,1972,10/27/2025,89,350000.0,1032.0
1001,2689890,89149,RES,S,7928 Violet Dawn ST,"$350,000 ",2STORY,SFR,"1,739",3,3,2,N,N,2005,1/5/2026,149,350000.0,1739.0
1001,2686829,89084,RES,S,6642 Cinnabar Coast LN,"$350,000 ",1STORY,SFR,"1,521",3,2,2,N,N,2001,11/5/2025,125,350000.0,1521.0
1001,2670928,89122,RES,S,6095 SADDLE HORSE AVE,"$350,000 ",1STORY,SFR,"1,234",3,2,2,N,N,2006,11/10/2025,173,350000.0,1234.0
1001,2711535,89084,RES,S,7773 Wading Bird WAY,"$348,500 ",1STORY,SFR,"1,420",3,2,2,N,N,2006,12/3/2025,42,348500.0,1420.0
1001,2727048,89149,RES,S,9052 Captivating AVE,"$348,000 ",2STORY,SFR,"1,300",3,3,1,N,N,2005,12/5/2025,26,348000.0,1300.0
1001,2707999,89149,RES,S,8941 Glass Gallery CT,"$348,000 ",2STORY,SFR,"1,503",3,3,2,N,N,2015,11/3/2025,57,348000.0,1503.0
1001,2683799,89108,RES,S,5536 Cleary CT,"$348,000 ",1STORY,SFR,"1,244",3,2,2,N,N,1993,10/22/2025,59,348000.0,1244.0
1001,2705913,89156,RES,S,5991 Corpus Christi CT,"$346,000 ",1STORY,SFR,"1,340",3,2,2,N,N,1991,10/30/2025,54,346000.0,1340.0
1001,2705820,89002,RES,S,1088 Paradise Coach DR,"$345,497 ",2STORY,SFR,"1,337",3,3,1,N,N,2004,1/5/2026,116,345497.0,1337.0
1001,2730032,89031,RES,S,5963 Trailblazer DR,"$345,000 ",1STORY,SFR,"1,172",3,2,2,N,N,1993,12/2/2025,11,345000.0,1172.0
1001,2728402,89129,RES,S,10528 Kivas CT,"$345,000 ",2STORY,SFR,"1,412",3,3,1,N,N,2004,12/22/2025,43,345000.0,1412.0
1001,2726585,89145,RES,S,7100 RAINCLOUD DR,"$345,000 ",1STORY,SFR,"1,620",3,2,2,N,N,1978,11/19/2025,19,345000.0,1620.0
1001,2725980,89107,RES,S,5900 Concert DR,"$345,000 ",1STORY,SFR,"1,492",3,2,2,N,N,1981,12/12/2025,23,345000.0,1492.0
1001,2724067,89108,RES,S,6000 Santa Catalina AVE,"$345,000 ",1STORY,SFR,"1,208",3,2,2,N,N,1981,11/4/2025,2,345000.0,1208.0
1001,2723066,89122,RES,S,5297 Mineral Lake DR,"$345,000 ",1STORY,SFR,"1,225",3,2,2,N,N,2001,11/24/2025,24,345000.0,1225.0
1001,2720980,89048,RES,S,1910 East Vineyard DR,"$345,000 ",1STORY,SFR,"1,649",3,2,2,N,N,1997,10/14/2025,13,345000.0,1649.0
1001,2720063,89110,RES,S,3917 Alou DR,"$345,000 ",1STORY,SFR,"1,092",3,2,1,N,N,1963,11/14/2025,12,345000.0,1092.0
1001,2719670,89146,RES,S,5324 Del Rey AVE,"$345,000 ",1STORY,SFR,"1,132",3,2,2,N,N,1963,11/25/2025,6,345000.0,1132.0
1001,2719113,89129,RES,S,10516 Cold Mountain AVE,"$345,000 ",2STORY,SFR,"1,419",3,3,1,N,N,2005,11/12/2025,31,345000.0,1419.0
1001,2713358,89030,RES,S,2900 Magnet ST,"$345,000 ",1STORY,SFR,"1,204",3,2,0,N,N,1963,10/24/2025,18,345000.0,1204.0
1001,2711408,89108,RES,S,6229 Saginaw DR,"$345,000 ",1STORY,SFR,"1,180",3,2,2,N,N,1984,11/10/2025,57,345000.0,1180.0
1001,2700593,89032,RES,S,4130 Neighborly CT,"$345,000 ",2STORY,SFR,"1,451",3,3,2,N,N,2001,10/28/2025,72,345000.0,1451.0
1001,2680203,89149,RES,S,9148 Alluring AVE,"$345,000 ",2STORY,SFR,"1,300",3,3,1,N,N,2006,11/6/2025,152,345000.0,1300.0
1001,2696978,89104,RES,S,1809 Lamplighter LN,"$344,900 ",1STORY,SFR,"1,144",3,2,2,N,N,1961,11/18/2025,114,344900.0,1144.0
1001,2735087,89032,RES,S,1025 Serengeti CT,"$344,000 ",1STORY,SFR,"1,637",3,2,2,N,N,1999,12/9/2025,4,344000.0,1637.0
1001,2698063,89107,RES,S,111 Narcissus LN,"$344,000 ",1STORY,SFR,"1,482",3,2,1,N,N,1964,10/20/2025,52,344000.0,1482.0
1001,2690751,89110,RES,S,4509 Bingham AVE,"$343,000 ",1STORY,SFR,"1,378",3,2,0,N,N,1986,11/26/2025,144,343000.0,1378.0
1001,2683684,89048,RES,S,1320 Daytona ST,"$342,000 ",1STORY,SFR,"2,049",3,2,2,N,N,1985,11/25/2025,161,342000.0,2049.0
1001,2701328,89147,RES,S,4580 Allenford DR,"$341,500 ",2STORY,SFR,"1,558",3,3,2,N,N,1989,11/25/2025,86,341500.0,1558.0
1001,2738531,89120,RES,S,5630 Neosho ST,"$341,000 ",1STORY,SFR,"1,620",3,2,2,Y,N,1979,12/19/2025,5,341000.0,1620.0
1001,2731393,89121,RES,S,4341 Seville ST,"$341,000 ",1STORY,SFR,"2,155",3,3,2,Y,Y,1975,12/4/2025,5,341000.0,2155.0
1001,2737491,89143,RES,S,9061 Starling Wing PL,"$340,000 ",2STORY,SFR,"1,358",3,3,2,N,N,2004,1/6/2026,4,340000.0,1358.0
1001,2735271,89107,RES,S,6100 Alamo CIR,"$340,000 ",1STORY,SFR,988,3,2,0,N,N,1960,12/26/2025,20,340000.0,988.0
1001,2733095,89128,RES,S,7916 Hilliard AVE,"$340,000 ",2STORY,SFR,"1,841",3,3,2,Y,N,1993,11/5/2025,0,340000.0,1841.0
1001,2727193,89107,RES,S,360 Wisteria AVE,"$340,000 ",1STORY,SFR,"1,166",3,2,2,N,N,1958,11/7/2025,10,340000.0,1166.0
1001,2726219,89030,RES,S,1217 Star Meadow DR,"$340,000 ",1STORY,SFR,"1,308",3,2,2,N,N,1999,11/14/2025,9,340000.0,1308.0
1001,2723136,89115,RES,S,4211 Dobson DR,"$340,000 ",2STORY,SFR,"1,323",3,3,2,N,N,2001,12/2/2025,7,340000.0,1323.0
1001,2720633,89106,RES,S,1204 Arrowhead AVE,"$340,000 ",1STORY,SFR,"1,181",3,2,0,N,N,1955,11/13/2025,27,340000.0,1181.0
1001,2720536,89142,RES,S,5714 Roundrock DR,"$340,000 ",1STORY,SFR,"1,227",3,2,2,N,N,1997,10/27/2025,15,340000.0,1227.0
1001,2719102,89139,RES,S,6259 Humus AVE,"$340,000 ",2STORY,SFR,"1,211",3,3,1,N,N,2006,10/28/2025,15,340000.0,1211.0
1001,2717186,89102,RES,S,1261 Douglas DR,"$340,000 ",1STORY,SFR,"1,952",3,2,0,N,N,1953,11/21/2025,41,340000.0,1952.0
1001,2713091,89048,RES,S,31 Tenderfoot TRL,"$340,000 ",1STORY,SFR,"1,650",3,2,2,N,N,2004,11/14/2025,51,340000.0,1650.0
1001,2708429,89032,RES,S,2029 Lawry AVE,"$340,000 ",1STORY,SFR,"1,269",3,2,0,N,N,1964,10/10/2025,42,340000.0,1269.0
1001,2708416,89048,RES,S,1770 Ironside ST,"$340,000 ",1STORY,SFR,"1,814",3,2,2,N,N,2024,10/15/2025,38,340000.0,1814.0
1001,2708338,89031,RES,S,4448 Whelk PL,"$340,000 ",1STORY,SFR,"1,500",3,2,2,N,N,1988,12/12/2025,58,340000.0,1500.0
1001,2701237,89122,RES,S,5355 Bennett Spring LN,"$340,000 ",2STORY,SFR,"1,695",3,3,2,N,N,2015,10/29/2025,107,340000.0,1695.0
1001,2699423,89108,RES,S,6612 Lund DR,"$340,000 ",2STORY,SFR,"1,572",3,3,2,N,N,1995,10/17/2025,28,340000.0,1572.0
1001,2696635,89118,RES,S,5404 Walcott DR,"$340,000 ",1STORY,SFR,975,3,2,2,N,N,2001,10/28/2025,45,340000.0,975.0
1001,2736621,89108,RES,S,2329 Heather Meadows CT,"$339,900 ",1STORY,SFR,"1,115",3,2,2,N,N,1988,12/23/2025,4,339900.0,1115.0
1001,2720459,89011,RES,S,1409 Palm ST,"$339,900 ",1STORY,SFR,"1,626",3,2,2,N,N,1961,11/3/2025,8,339900.0,1626.0
1001,2721860,89149,RES,S,9117 Careful Canvas AVE,"$339,000 ",2STORY,SFR,"1,298",3,3,1,N,N,2006,11/7/2025,8,339000.0,1298.0
1001,2721526,89061,RES,S,4905 Cimrosa WAY,"$339,000 ",1STORY,SFR,"1,772",3,2,2,N,N,2006,10/29/2025,5,339000.0,1772.0
1001,2710768,89002,RES,S,1076 Country Coach DR,"$338,000 ",2STORY,SFR,"1,288",3,4,1,N,N,2005,11/17/2025,54,338000.0,1288.0
1001,2701522,89156,RES,S,2337 Sierra Sunrise ST,"$338,000 ",1STORY,SFR,"1,112",3,2,1,N,N,1986,12/19/2025,107,338000.0,1112.0
1001,2687990,89108,RES,S,6436 Deadwood RD,"$338,000 ",2STORY,SFR,"1,336",3,3,2,N,N,1984,12/23/2025,187,338000.0,1336.0
1001,2733274,89142,RES,S,5310 Sandstone DR,"$335,000 ",2STORY,SFR,"1,423",3,3,2,N,N,1991,1/7/2026,4,335000.0,1423.0
1001,2729698,89107,RES,S,6121 Fawn CIR,"$335,000 ",1STORY,SFR,988,3,2,0,N,N,1962,12/11/2025,21,335000.0,988.0
1001,2726498,89128,RES,S,1409 Sycamore Spring CT,"$335,000 ",2STORY,SFR,"1,400",3,3,2,N,N,1998,10/30/2025,3,335000.0,1400.0
1001,2726172,89029,RES,S,2867 Cattail Cove ST,"$335,000 ",1STORY,SFR,"1,949",3,2,3,N,N,2002,12/10/2025,26,335000.0,1949.0
1001,2725513,89015,RES,S,27 Magnesium ST,"$335,000 ",1STORY,SFR,"1,244",3,2,0,N,N,1942,11/14/2025,21,335000.0,1244.0
1001,2723568,89129,RES,S,10404 Coyote Cub AVE,"$335,000 ",2STORY,SFR,"1,435",3,3,1,N,N,2004,1/5/2026,68,335000.0,1435.0
1001,2722717,89118,RES,S,5585 Lago CT,"$335,000 ",2STORY,SFR,"1,480",3,3,2,N,N,1994,12/2/2025,6,335000.0,1480.0
1001,2722558,89149,RES,S,9888 Fountain Walk AVE,"$335,000 ",2STORY,SFR,"1,739",3,3,2,N,N,2005,12/16/2025,48,335000.0,1739.0
1001,2718442,89031,RES,S,1901 Desert Sage AVE,"$335,000 ",1STORY,SFR,"1,244",3,2,2,N,N,2000,12/29/2025,37,335000.0,1244.0
1001,2718046,89015,RES,S,225 Elm ST,"$335,000 ",1STORY,SFR,988,3,2,0,N,N,1971,10/29/2025,27,335000.0,988.0
1001,2716623,89122,RES,S,5380 Flowing Spring ST,"$335,000 ",2STORY,SFR,"1,529",3,3,1,N,N,2007,12/12/2025,61,335000.0,1529.0
1001,2713419,89156,RES,S,7040 Canary Ivy WAY,"$335,000 ",3STORY,SFR,"1,363",3,3,2,N,N,2006,10/24/2025,23,335000.0,1363.0
1001,2708371,89142,RES,S,2711 Sesame DR,"$335,000 ",2STORY,SFR,"1,145",3,2,2,N,N,1987,10/15/2025,41,335000.0,1145.0
1001,2708311,89031,RES,S,648 Carlos Julio AVE,"$335,000 ",1STORY,SFR,"1,125",3,2,2,N,N,2000,12/17/2025,83,335000.0,1125.0
1001,2707585,89104,RES,S,1409 Ardmore ST,"$335,000 ",1STORY,SFR,988,3,2,0,N,N,1953,10/10/2025,5,335000.0,988.0
1001,2696347,89178,RES,S,9443 Hot Breeze ST,"$335,000 ",2STORY,SFR,"1,400",3,3,1,N,N,2006,10/17/2025,89,335000.0,1400.0
1001,2719711,89029,RES,S,2283 Wide Canyon CT,"$333,000 ",2STORY,SFR,"1,744",3,3,2,N,Y,1989,12/1/2025,41,333000.0,1744.0
1001,2712240,89183,RES,S,10266 Martinsburg CT,"$333,000 ",2STORY,SFR,"1,279",3,2,1,N,N,2002,11/4/2025,46,333000.0,1279.0
1001,2732392,89183,RES,S,10324 Beautiful Fruit ST,"$332,000 ",2STORY,SFR,"1,230",3,3,1,N,N,2002,1/5/2026,3,332000.0,1230.0
1001,2701687,89030,RES,S,2604 Webster ST,"$332,000 ",1STORY,SFR,"1,452",3,3,0,N,N,1955,10/30/2025,78,332000.0,1452.0
1001,2731394,89129,RES,S,7228 Wild Carrot AVE,"$331,500 ",2STORY,SFR,"1,337",3,3,1,N,N,2004,12/9/2025,25,331500.0,1337.0
1001,2732804,89147,RES,S,8968 Via Vista CIR,"$331,000 ",1STORY,SFR,"1,366",3,2,2,N,N,1995,12/8/2025,13,331000.0,1366.0
1001,2718179,89107,RES,S,6224 Fargo AVE,"$331,000 ",1STORY,SFR,"1,180",3,2,2,N,N,1964,11/24/2025,5,331000.0,1180.0
1001,2731973,89106,RES,S,1949 King Hill ST,"$330,000 ",1STORY,SFR,"1,096",3,2,2,Y,N,1996,12/16/2025,10,330000.0,1096.0
1001,2729447,89027,RES,S,179 Grayce DR,"$330,000 ",1STORY,SFR,"1,472",3,2,2,N,N,1995,11/25/2025,5,330000.0,1472.0
1001,2721577,89032,RES,S,1900 West Carey AVE,"$330,000 ",1STORY,SFR,"1,056",3,2,0,N,N,1972,10/30/2025,13,330000.0,1056.0
1001,2720948,89142,RES,S,1728 South Christy LN,"$330,000 ",1STORY,SFR,"1,090",3,2,2,N,N,1983,12/18/2025,60,330000.0,1090.0
1001,2718913,89101,RES,S,1812 Ryan AVE,"$330,000 ",1STORY,SFR,"1,180",3,2,0,N,N,1956,12/17/2025,60,330000.0,1180.0
1001,2717088,89108,RES,S,4628 Sawyer AVE,"$330,000 ",1STORY,SFR,"1,325",3,2,0,Y,N,1972,12/11/2025,34,330000.0,1325.0
1001,2712428,89101,RES,S,744 McKnight ST,"$330,000 ",1STORY,SFR,"1,368",3,2,0,N,N,1956,10/16/2025,25,330000.0,1368.0
1001,2706692,89061,RES,S,5685 East San Marco DR,"$330,000 ",1STORY,SFR,"1,533",3,2,3,N,N,2020,10/23/2025,52,330000.0,1533.0
1001,2699652,89052,RES,S,11140 African Sunset ST,"$330,000 ",2STORY,SFR,"1,405",3,3,1,N,N,2005,11/10/2025,94,330000.0,1405.0
1001,2699510,89142,RES,S,5926 Mahogany Mountain DR,"$330,000 ",1STORY,SFR,"1,334",3,2,2,N,N,2004,10/16/2025,85,330000.0,1334.0
1001,2733400,89103,RES,S,6158 Woodbury AVE,"$329,900 ",1STORY,SFR,"1,276",3,2,2,N,N,1975,12/3/2025,11,329900.0,1276.0
1001,2728169,89110,RES,S,44 Lafaette ST,"$329,200 ",1STORY,SFR,979,3,1,2,N,N,1977,1/7/2026,20,329200.0,979.0
1001,2721253,89115,RES,S,3926 Tatiana ST,"$329,000 ",2STORY,SFR,"1,327",3,2,2,N,N,1984,11/7/2025,14,329000.0,1327.0
1001,2687396,89048,RES,S,480 China ST,"$329,000 ",1STORY,SFR,"1,288",3,2,2,N,N,1995,12/31/2025,181,329000.0,1288.0
1001,2725024,89015,RES,S,26 East Atlantic AVE,"$328,000 ",1STORY,SFR,975,3,1,0,N,N,1942,11/12/2025,15,328000.0,975.0
1001,2734975,89084,RES,S,4371 Fire Glow AVE,"$327,602 ",2STORY,SFR,"1,444",3,2,2,N,N,2021,12/31/2025,47,327602.0,1444.0
1001,2736239,89183,RES,S,1719 Summer Blush AVE,"$326,500 ",2STORY,SFR,"1,269",3,3,1,N,N,2007,12/29/2025,8,326500.0,1269.0
1001,2724391,89031,RES,S,3804 Dauntless DR,"$326,100 ",1STORY,SFR,"1,749",3,2,2,N,N,1990,11/26/2025,7,326100.0,1749.0
1001,2731901,89122,RES,S,3369 Hackney Horse CT,"$325,000 ",1STORY,SFR,"1,234",3,2,2,N,N,2011,1/5/2026,17,325000.0,1234.0
1501,2729704,89108,RES,S,1332 Pyramid CIR,"$325,000 ",1STORY,SFR,"1,532",3,2,0,Y,N,1957,1/6/2026,46,325000.0,1532.0
1501,2724392,89084,RES,S,6553 Raven Hall ST,"$325,000 ",2STORY,SFR,"1,575",3,3,2,N,N,2004,11/10/2025,13,325000.0,1575.0
1501,2723171,89106,RES,S,27 Onyx WAY,"$325,000 ",1STORY,SFR,"1,320",3,2,2,Y,N,1964,12/30/2025,2,325000.0,1320.0
1501,2722208,89021,RES,S,2015 Gubler AVE,"$325,000 ",1STORY,SFR,"1,092",3,2,0,N,N,1939,11/4/2025,13,325000.0,1092.0
1501,2716838,89142,RES,S,1291 Orange Meadow ST,"$325,000 ",2STORY,SFR,"1,294",3,2,1,N,N,2003,1/5/2026,57,325000.0,1294.0
1501,2716023,89015,RES,S,227 Nebraska AVE,"$325,000 ",1STORY,SFR,842,3,1,0,N,N,1942,11/21/2025,61,325000.0,842.0
1501,2707173,89115,RES,S,4610 Lime Straight DR,"$325,000 ",2STORY,SFR,"1,645",3,3,2,N,N,2014,10/10/2025,11,325000.0,1645.0
1501,2715508,89115,RES,S,2531 Oak Glen WAY,"$324,900 ",1STORY,SFR,"1,196",3,2,1,N,N,1978,10/23/2025,12,324900.0,1196.0
1501,2727464,89103,RES,S,5408 Supai DR,"$323,000 ",1STORY,SFR,"1,640",3,2,2,Y,N,1978,10/15/2025,0,323000.0,1640.0
1501,2715384,89115,RES,S,3915 Eblick Wash DR,"$322,750 ",1STORY,SFR,"1,247",3,2,2,N,N,1996,12/2/2025,34,322750.0,1247.0
1501,2715782,89115,RES,S,1654 Nesting WAY,"$322,500 ",1STORY,SFR,"1,012",3,2,2,N,N,1996,10/10/2025,7,322500.0,1012.0
1501,2730510,89106,RES,S,2060 Fred Brown DR,"$321,900 ",1STORY,SFR,"1,309",3,2,2,N,N,2001,1/5/2026,39,321900.0,1309.0
1501,2736710,89103,RES,S,6375 Newville AVE,"$320,000 ",1STORY,SFR,"1,232",3,2,2,N,N,1974,12/18/2025,5,320000.0,1232.0
1501,2735302,89130,RES,S,5233 Velazco LN,"$320,000 ",1STORY,SFR,"1,244",3,2,2,N,N,1993,11/20/2025,0,320000.0,1244.0
1501,2733517,89121,RES,S,4248 Sheppard DR,"$320,000 ",1STORY,SFR,"1,552",3,2,2,N,N,1968,1/5/2026,31,320000.0,1552.0
1501,2732640,89128,RES,S,1105 Shirleyann LN,"$320,000 ",1STORY,SFR,"1,200",3,2,0,N,N,1991,12/10/2025,5,320000.0,1200.0
1501,2728949,89147,RES,S,3870 Spruceview CT,"$320,000 ",1STORY,SFR,"1,132",3,2,2,N,N,1995,12/15/2025,0,320000.0,1132.0
1501,2724196,89107,RES,S,504 North Minnesota ST,"$320,000 ",1STORY,SFR,951,3,2,0,N,N,1956,1/2/2026,64,320000.0,951.0
1501,2724105,89106,RES,S,2109 Jesse Scott ST,"$320,000 ",1STORY,SFR,"1,285",3,2,2,N,N,2004,11/13/2025,8,320000.0,1285.0
1501,2718129,89107,RES,S,100 Lucy Thompson ST,"$320,000 ",1STORY,SFR,"1,096",3,2,2,N,N,1991,10/29/2025,15,320000.0,1096.0
1501,2717803,89121,RES,S,2759 Long CT,"$320,000 ",1STORY,SFR,"1,672",3,2,2,Y,N,1972,11/10/2025,31,320000.0,1672.0
1501,2714090,89061,RES,S,5436 East Di Bossi AVE,"$320,000 ",1STORY,SFR,"2,429",3,4,2,N,N,2017,12/4/2025,72,320000.0,2429.0
1501,2711304,89107,RES,S,4317 Hanford AVE,"$320,000 ",1STORY,SFR,"1,354",3,2,2,N,N,1964,10/30/2025,43,320000.0,1354.0
1501,2706029,89145,RES,S,8229 Willeta AVE,"$320,000 ",1STORY,SFR,"1,297",3,2,2,N,N,1986,10/16/2025,37,320000.0,1297.0
1501,2704133,89120,RES,S,4674 Petaluma CIR,"$320,000 ",1STORY,SFR,"1,088",3,2,0,N,N,1971,11/13/2025,53,320000.0,1088.0
1501,2701264,89119,RES,S,2184 Sunnyslope AVE,"$320,000 ",1STORY,SFR,"1,224",3,2,2,N,N,1970,12/12/2025,9,320000.0,1224.0
1501,2699607,89108,RES,S,3936 Applecrest ST,"$320,000 ",1STORY,SFR,"1,206",3,2,2,N,N,1983,12/3/2025,102,320000.0,1206.0
1501,2697286,89119,RES,S,922 Westminster AVE,"$320,000 ",1STORY,SFR,"1,134",3,2,0,N,N,1963,11/26/2025,94,320000.0,1134.0
1501,2686515,89129,RES,S,10456 Prairie Schooner AVE,"$320,000 ",2STORY,SFR,"1,372",3,3,1,N,N,2002,10/10/2025,90,320000.0,1372.0
1501,2721792,89060,RES,S,3820 Point DR,"$319,700 ",1STORY,SFR,"1,728",3,2,2,Y,N,1983,12/29/2025,78,319700.0,1728.0
1501,2686869,89506,RES,S,7973 MOSS CREEK DR,"$319,000 ",1STORY,SFR,"1,715",3,2,2,N,N,1995,10/31/2025,85,319000.0,1715.0
1501,2732873,89115,RES,S,4232 Heller DR,"$318,000 ",1STORY,SFR,"1,005",3,2,2,Y,N,1996,12/19/2025,10,318000.0,1005.0
1501,2737524,89142,RES,S,5366 Signet CT,"$315,000 ",1STORY,SFR,"1,042",3,2,2,N,N,1988,1/5/2026,5,315000.0,1042.0
1501,2735727,89146,RES,S,5208 Mountain View DR,"$315,000 ",1STORY,SFR,"1,552",3,2,0,N,N,1962,12/23/2025,9,315000.0,1552.0
1501,2722826,89032,RES,S,4707 Chestnut Blaze DR,"$315,000 ",1STORY,SFR,"1,554",3,2,2,N,N,1995,11/21/2025,1,315000.0,1554.0
1501,2716060,89156,RES,S,6375 Horizon Ridge CT,"$315,000 ",1STORY,SFR,"1,256",3,2,2,N,N,1992,12/9/2025,2,315000.0,1256.0
1501,2714065,89119,RES,S,1037 Westminster AVE,"$315,000 ",1STORY,SFR,972,3,1,0,N,N,1963,11/12/2025,24,315000.0,972.0
1501,2673596,89122,RES,S,6659 Diamond Care DR,"$315,000 ",1STORY,SFR,"1,377",3,2,2,N,N,1999,12/11/2025,216,315000.0,1377.0
